dataset,adj_thresh,node_sample_ratio,method,adjacency_method,num_nodes,num_edges,avg_degree,density_pct,largest_cc_ratio_pct,num_connected_components,degree_std,clustering_coefficient,diameter,modularity,homophily
smoking,0.0,full,variance,string,20763,6591540,634.9313682993787,3.058141644828912,87.81967923710447,2530,597.094162156947,0.2053,3.0,0.28863262625619746,0.002872924991731826
smoking,0.0,full,variance,wgcna,20763,114912418,11068.960940133891,53.31355813569931,100.0,1,1915.8960012520672,0.6357,2.0,0.15325215927083943,0.00017511597397593706
smoking,0.11,full,variance,string,20763,6591540,634.9313682993787,3.058141644828912,87.81967923710447,2530,597.094162156947,0.2053,3.0,0.28863262625619746,0.002872924991731826
smoking,0.11,full,variance,wgcna,20763,394564,38.00645378798825,0.18305776797990678,22.096999470211433,15462,104.48673955447492,0.8186,10.0,0.7446355106619945,0.05227035411238735
smoking,0.22,full,variance,string,20763,2988375,287.8558011847999,1.3864550678393213,87.81486297741175,2531,320.9724673135293,0.1992,4.0,0.3590699292199304,0.006080227548416781
smoking,0.22,full,variance,wgcna,20763,202571,19.512690844290326,0.0939827128614311,12.68602803063141,17253,71.72933769350702,0.8397,22.0,0.6089652197724652,0.10491630095127141
smoking,0.33,full,variance,string,20763,1355401,130.55926407551894,0.628837607530676,87.79559793864085,2535,171.43543214338578,0.248,5.0,0.4391366175327387,0.01438909960963582
smoking,0.33,full,variance,wgcna,20763,144347,13.904252757308674,0.06696971754796587,4.508019072388383,18249,62.18072529027541,0.7904,11.0,0.6513870512602773,0.14693758789583433
smoking,0.44,full,variance,string,20763,744044,71.67018253624235,0.3451988369918233,87.58368251216105,2579,107.11937674010373,0.355,8.0,0.5266744671576084,0.02673094601932144
smoking,0.44,full,variance,wgcna,20763,113554,10.938111062948515,0.05268332079254655,2.119154264797958,18791,54.97975505503165,0.9477,5.0,0.02293062632240078,0.1866688976169928
smoking,0.56,full,variance,string,20763,433060,41.714588450609256,0.2009179676842754,83.88479506815007,3307,68.06708596694807,0.4749,12.0,0.6126349023582687,0.046688680552348406
smoking,0.56,full,variance,wgcna,20763,88547,8.529306940230217,0.04108133580690789,1.9698502143235561,19213,45.66068211584081,0.9218,4.0,0.031117400417336138,0.24237975312545879
smoking,0.67,full,variance,string,20763,280089,26.979627221499783,0.12994714970378474,75.84164138130328,4888,46.59035516653512,0.5492,14.0,0.6758893640028758,0.0715129833731421
smoking,0.67,full,variance,wgcna,20763,66107,6.3677695901363,0.030670309171256623,1.7771998266146511,19509,34.12412903238466,0.9052,3.0,0.04404394820429455,0.32312765667781024
smoking,0.78,full,variance,string,20763,188949,18.20054905360497,0.0876627928600567,67.06159996146992,6638,33.57407281013134,0.6088,13.0,0.7305566216746339,0.10959571101196619
smoking,0.78,full,variance,wgcna,20763,42877,4.130135336897365,0.019892762435687147,1.4256128690458991,19712,19.592039630224996,0.8857,4.0,0.06645498560313233,0.49959185577349163
smoking,0.89,full,variance,string,20763,123007,11.848673120454654,0.05706903535523868,55.208784857679525,8929,22.468867329757327,0.6567,16.0,0.7882586904499307,0.16886030876291594
smoking,0.89,full,variance,wgcna,20763,25224,2.4297066897847133,0.011702662025742766,0.7224389539083947,19871,5.075617369164568,0.8594,4.0,0.1035544139879238,0.8503013003488741
smoking,1.0,full,variance,string,20763,20763,2.0,0.009632983334938831,0.004816259692722632,20763,0.0,0.0,0.0,0.0,0.9910899195684632
smoking,1.0,full,variance,wgcna,20763,20763,2.0,0.009632983334938831,0.004816259692722632,20763,0.0,0.0,0.0,0.0,0.9910899195684632
smoking,0.0,full,random,string,20763,6591540,634.9313682993787,3.058141644828912,87.81967923710447,2530,597.094162156947,0.2015,4.0,0.28859575179596875,0.002872924991731826
smoking,0.0,full,random,wgcna,20763,114912418,11068.960940133891,53.31355813569931,100.0,1,1915.8960012520672,0.6339,2.0,0.15325215927083943,0.00017511597397593706
smoking,0.11,full,random,string,20763,6591540,634.9313682993787,3.058141644828912,87.81967923710447,2530,597.094162156947,0.2015,4.0,0.28859575179596875,0.002872924991731826
smoking,0.11,full,random,wgcna,20763,394564,38.00645378798825,0.18305776797990678,22.096999470211433,15462,104.48673955447492,0.8211,11.0,0.7446355103392478,0.05227035411238735
smoking,0.22,full,random,string,20763,2988375,287.8558011847999,1.3864550678393213,87.81486297741175,2531,320.9724673135293,0.2025,4.0,0.3601010228785808,0.006080227548416781
smoking,0.22,full,random,wgcna,20763,202571,19.512690844290326,0.0939827128614311,12.68602803063141,17253,71.72933769350702,0.8393,22.0,0.6089789615546687,0.10491630095127141
smoking,0.33,full,random,string,20763,1355401,130.55926407551894,0.628837607530676,87.79559793864085,2535,171.43543214338575,0.2453,5.0,0.4328611934508783,0.01438909960963582
smoking,0.33,full,random,wgcna,20763,144347,13.904252757308674,0.06696971754796587,4.508019072388383,18249,62.18072529027539,0.7885,11.0,0.6537019326443727,0.14693758789583433
smoking,0.44,full,random,string,20763,744044,71.67018253624235,0.3451988369918233,87.58368251216105,2579,107.11937674010373,0.3592,8.0,0.5311037172798605,0.02673094601932144
smoking,0.44,full,random,wgcna,20763,113554,10.938111062948515,0.05268332079254655,2.119154264797958,18791,54.97975505503165,0.9483,5.0,0.021488201256040115,0.1866688976169928
smoking,0.56,full,random,string,20763,433060,41.714588450609256,0.2009179676842754,83.88479506815007,3307,68.06708596694806,0.486,11.0,0.6144143682143348,0.046688680552348406
smoking,0.56,full,random,wgcna,20763,88547,8.529306940230217,0.04108133580690789,1.9698502143235561,19213,45.6606821158408,0.9226,4.0,0.030588199176073475,0.24237975312545879
smoking,0.67,full,random,string,20763,280089,26.979627221499783,0.12994714970378474,75.84164138130328,4888,46.59035516653512,0.5451,14.0,0.6632006273712747,0.0715129833731421
smoking,0.67,full,random,wgcna,20763,66107,6.3677695901363,0.030670309171256623,1.7771998266146511,19509,34.12412903238466,0.9069,3.0,0.04380705554423934,0.32312765667781024
smoking,0.78,full,random,string,20763,188949,18.20054905360497,0.0876627928600567,67.06159996146992,6638,33.57407281013134,0.606,13.0,0.7271256737979559,0.10959571101196619
smoking,0.78,full,random,wgcna,20763,42877,4.130135336897365,0.019892762435687147,1.4256128690458991,19712,19.592039630224996,0.8804,4.0,0.06350791443892131,0.49959185577349163
smoking,0.89,full,random,string,20763,123007,11.848673120454654,0.05706903535523868,55.208784857679525,8929,22.468867329757327,0.6537,16.0,0.7849604695273875,0.16886030876291594
smoking,0.89,full,random,wgcna,20763,25224,2.4297066897847133,0.011702662025742766,0.7224389539083947,19871,5.075617369164568,0.8545,4.0,0.1031159396845229,0.8503013003488741
smoking,1.0,full,random,string,20763,20763,2.0,0.009632983334938831,0.004816259692722632,20763,0.0,0.0,0.0,0.0,0.9910899195684632
smoking,1.0,full,random,wgcna,20763,20763,2.0,0.009632983334938831,0.004816259692722632,20763,0.0,0.0,0.0,0.0,0.9910899195684632
smoking,0.0,full,correlation,string,20763,6591540,634.9313682993787,3.058141644828912,87.81967923710447,2530,597.094162156947,0.2009,4.0,0.2889897444959223,0.002872924991731826
smoking,0.0,full,correlation,wgcna,20763,114912418,11068.960940133891,53.31355813569931,100.0,1,1915.8960012520672,0.6366,2.0,0.15325215927083943,0.00017511597397593706
smoking,0.11,full,correlation,string,20763,6591540,634.9313682993787,3.058141644828912,87.81967923710447,2530,597.094162156947,0.2009,4.0,0.2889897444959223,0.002872924991731826
smoking,0.11,full,correlation,wgcna,20763,394564,38.00645378798825,0.18305776797990678,22.096999470211433,15462,104.48673955447492,0.8209,11.0,0.7446355103392478,0.05227035411238735
smoking,0.22,full,correlation,string,20763,2988375,287.8558011847999,1.3864550678393213,87.81486297741175,2531,320.9724673135293,0.2026,4.0,0.35511402943810066,0.006080227548416781
smoking,0.22,full,correlation,wgcna,20763,202571,19.512690844290326,0.0939827128614311,12.68602803063141,17253,71.72933769350702,0.8328,22.0,0.6089835416659893,0.10491630095127141
smoking,0.33,full,correlation,string,20763,1355401,130.55926407551894,0.628837607530676,87.79559793864085,2535,171.43543214338578,0.2438,5.0,0.4365766943074806,0.01438909960963582
