dataset,adj_thresh,node_sample_ratio,method,num_nodes,num_edges,avg_degree,density_pct,largest_cc_ratio_pct,num_connected_components,degree_std
motrpac,0.0,full,variance,4976,7118133,2860.985932475884,57.50725492413837,100.0,1,509.0733706917328
motrpac,0.11,full,variance,4976,394466,158.54742765273312,3.1868829678941326,55.14469453376206,2150,287.4392025772937
motrpac,0.22,full,variance,4976,223024,89.63987138263666,1.8018064599524954,33.05868167202573,2922,194.63182255837566
motrpac,0.33,full,variance,4976,131423,52.82274919614148,1.0617638029375172,26.145498392282956,3408,131.0827265612495
motrpac,0.44,full,variance,4976,75110,30.188906752411576,0.6068121960283733,20.819935691318328,3746,83.88803404753911
motrpac,0.56,full,variance,4976,37743,15.170016077170418,0.3049249462747823,13.263665594855306,4098,46.23141011291652
motrpac,0.67,full,variance,4976,17820,7.162379421221865,0.1439674255521983,9.565916398713826,4372,21.86531042830483
motrpac,0.78,full,variance,4976,8124,3.265273311897106,0.06563363440999209,5.848070739549839,4621,6.911530966079479
motrpac,0.89,full,variance,4976,5204,2.0916398713826365,0.042043012490103254,1.7282958199356915,4849,0.7270348175530444
motrpac,1.0,full,variance,4976,4976,2.0,0.04020100502512563,0.02009646302250804,4976,0.0
motrpac,0.0,full,random,4976,7118133,2860.985932475884,57.50725492413837,100.0,1,509.0733706917328
motrpac,0.11,full,random,4976,394466,158.54742765273312,3.1868829678941326,55.14469453376206,2150,287.4392025772937
motrpac,0.22,full,random,4976,223024,89.63987138263666,1.8018064599524954,33.05868167202573,2922,194.63182255837566
motrpac,0.33,full,random,4976,131423,52.82274919614148,1.0617638029375172,26.145498392282956,3408,131.0827265612495
motrpac,0.44,full,random,4976,75110,30.188906752411576,0.6068121960283733,20.819935691318328,3746,83.88803404753911
motrpac,0.56,full,random,4976,37743,15.170016077170418,0.3049249462747823,13.263665594855306,4098,46.23141011291653
motrpac,0.67,full,random,4976,17820,7.162379421221865,0.1439674255521983,9.565916398713826,4372,21.865310428304834
motrpac,0.78,full,random,4976,8124,3.265273311897106,0.06563363440999209,5.848070739549839,4621,6.911530966079479
motrpac,0.89,full,random,4976,5204,2.0916398713826365,0.042043012490103254,1.7282958199356915,4849,0.7270348175530444
motrpac,1.0,full,random,4976,4976,2.0,0.04020100502512563,0.02009646302250804,4976,0.0
motrpac,0.0,full,correlation,4976,7118133,2860.985932475884,57.50725492413837,100.0,1,509.07337069173275
motrpac,0.11,full,correlation,4976,394466,158.54742765273312,3.1868829678941326,55.14469453376206,2150,287.4392025772937
motrpac,0.22,full,correlation,4976,223024,89.63987138263666,1.8018064599524954,33.05868167202573,2922,194.63182255837566
motrpac,0.33,full,correlation,4976,131423,52.82274919614148,1.0617638029375172,26.145498392282956,3408,131.0827265612495
motrpac,0.44,full,correlation,4976,75110,30.188906752411576,0.6068121960283733,20.819935691318328,3746,83.8880340475391
motrpac,0.56,full,correlation,4976,37743,15.170016077170418,0.3049249462747823,13.263665594855306,4098,46.23141011291653
motrpac,0.67,full,correlation,4976,17820,7.162379421221865,0.1439674255521983,9.565916398713826,4372,21.865310428304834
motrpac,0.78,full,correlation,4976,8124,3.265273311897106,0.06563363440999209,5.848070739549839,4621,6.911530966079479
motrpac,0.89,full,correlation,4976,5204,2.0916398713826365,0.042043012490103254,1.7282958199356915,4849,0.7270348175530444
motrpac,1.0,full,correlation,4976,4976,2.0,0.04020100502512563,0.02009646302250804,4976,0.0
motrpac,0.0,full,distance_correlation,4976,7118133,2860.985932475884,57.50725492413837,100.0,1,509.07337069173275
motrpac,0.11,full,distance_correlation,4976,394466,158.54742765273312,3.1868829678941326,55.14469453376206,2150,287.4392025772937
motrpac,0.22,full,distance_correlation,4976,223024,89.63987138263666,1.8018064599524954,33.05868167202573,2922,194.63182255837566
motrpac,0.33,full,distance_correlation,4976,131423,52.82274919614148,1.0617638029375172,26.145498392282956,3408,131.0827265612495
motrpac,0.44,full,distance_correlation,4976,75110,30.188906752411576,0.6068121960283733,20.819935691318328,3746,83.88803404753911
motrpac,0.56,full,distance_correlation,4976,37743,15.170016077170418,0.3049249462747823,13.263665594855306,4098,46.23141011291653
motrpac,0.67,full,distance_correlation,4976,17820,7.162379421221865,0.1439674255521983,9.565916398713826,4372,21.865310428304834
motrpac,0.78,full,distance_correlation,4976,8124,3.265273311897106,0.06563363440999209,5.848070739549839,4621,6.911530966079479
