dataset,adj_thresh,node_sample_ratio,method,adjacency_method,num_nodes,num_edges,avg_degree,density_pct,largest_cc_ratio_pct,num_connected_components,degree_std,clustering_coefficient,diameter,modularity,homophily
parkinsons,0.0,full,variance,string,21755,6160299,566.3340841185934,2.603356091379027,79.7517811997242,4406,577.8844307879573,0.1965,3.0,0.2869255872185128,0.0031144592169957985
parkinsons,0.0,full,variance,wgcna,21755,123547432,11358.072351183637,52.211420204025174,100.0,1,1938.6896485027303,0.8263,2.0,0.3498391985589972,0.0003109089309116518
parkinsons,0.11,full,variance,string,21755,6160299,566.3340841185934,2.603356091379027,79.7517811997242,4406,577.8844307879573,0.1965,3.0,0.2869255872185128,0.0031144592169957985
parkinsons,0.11,full,variance,wgcna,21755,31465,2.892668352102965,0.01329717914913563,4.30245920478051,20694,7.111271705711328,0.6887,15.0,0.4572789647896743,0.6969331002701414
parkinsons,0.22,full,variance,string,21755,2785158,256.0476212364974,1.177013980125482,79.74718455527466,4407,306.2150642582593,0.191,4.0,0.3590660591947605,0.006757246806105794
parkinsons,0.22,full,variance,wgcna,21755,22373,2.0568145253964607,0.009454879679123198,1.0985980234428867,21477,0.7281254916770659,0.7178,12.0,0.7008897587413904,0.9696509185178563
parkinsons,0.33,full,variance,string,21755,1260391,115.87138588830155,0.5326440465583412,79.68742817743048,4420,160.96558531868016,0.2485,5.0,0.4208363256083299,0.0164361694109209
parkinsons,0.33,full,variance,wgcna,21755,21803,2.0044127786715698,0.009213996408345913,0.05515973339462192,21710,0.09384074129894356,0.7909,5.0,0.5496,0.9935788652937669
parkinsons,0.44,full,variance,string,21755,691093,63.53417605148242,0.2920574425461176,79.42541944380602,4477,99.21390298091909,0.3484,8.0,0.5209557280218635,0.03125917930003632
parkinsons,0.44,full,variance,wgcna,21755,21760,2.0004596644449553,0.009195824512480258,0.009193288899103655,21750,0.02143485837492813,1.0,1.0,0.16666666666666663,0.9960018382352941
