dataset,adj_thresh,node_sample_ratio,method,num_nodes,num_edges,avg_degree,density_pct,largest_cc_ratio_pct,num_connected_components,degree_std
parkinsons,0.0,full,variance,21755,122513639,11263.032774074925,51.77453697745208,100.0,1,1860.4959557499933
parkinsons,0.11,full,variance,21755,103722,9.535463111928292,0.04383314844133627,10.838887612043209,18870,40.38440400558356
parkinsons,0.22,full,variance,21755,31475,2.893587680992875,0.013301405171429968,4.008273960009193,20758,7.294761426176705
parkinsons,0.33,full,variance,21755,22850,2.100666513445185,0.009656460942563139,1.5076993794529991,21384,1.1898123500925584
parkinsons,0.44,full,variance,21755,21846,2.0083658928981842,0.009232168304211568,0.14249597793610666,21680,0.16502751245278455
parkinsons,0.56,full,variance,21755,21759,2.000367731555964,0.009195401910250823,0.009193288899103655,21751,0.019172801815772626
parkinsons,0.67,full,variance,21755,21756,2.0000919328889912,0.009194134103562521,0.009193288899103655,21754,0.009587723261283581
parkinsons,0.78,full,variance,21755,21755,2.0,0.009193711501333088,0.004596644449551828,21755,0.0
parkinsons,0.89,full,variance,21755,21755,2.0,0.009193711501333088,0.004596644449551828,21755,0.0
parkinsons,1.0,full,variance,21755,21755,2.0,0.009193711501333088,0.004596644449551828,21755,0.0
parkinsons,0.0,full,random,21755,122513639,11263.032774074925,51.77453697745208,100.0,1,1860.4959557499933
parkinsons,0.11,full,random,21755,103722,9.535463111928292,0.04383314844133627,10.838887612043209,18870,40.38440400558356
parkinsons,0.22,full,random,21755,31475,2.893587680992875,0.013301405171429968,4.008273960009193,20758,7.294761426176705
parkinsons,0.33,full,random,21755,22850,2.100666513445185,0.009656460942563139,1.5076993794529991,21384,1.1898123500925581
parkinsons,0.44,full,random,21755,21846,2.0083658928981842,0.009232168304211568,0.14249597793610666,21680,0.16502751245278457
parkinsons,0.56,full,random,21755,21759,2.000367731555964,0.009195401910250823,0.009193288899103655,21751,0.01917280181577263
parkinsons,0.67,full,random,21755,21756,2.0000919328889912,0.009194134103562521,0.009193288899103655,21754,0.009587723261283581
parkinsons,0.78,full,random,21755,21755,2.0,0.009193711501333088,0.004596644449551828,21755,0.0
parkinsons,0.89,full,random,21755,21755,2.0,0.009193711501333088,0.004596644449551828,21755,0.0
parkinsons,1.0,full,random,21755,21755,2.0,0.009193711501333088,0.004596644449551828,21755,0.0
parkinsons,0.0,full,correlation,21755,122513639,11263.032774074925,51.77453697745208,100.0,1,1860.4959557499933
parkinsons,0.11,full,correlation,21755,103722,9.535463111928292,0.04383314844133627,10.838887612043209,18870,40.38440400558357
parkinsons,0.22,full,correlation,21755,31475,2.893587680992875,0.013301405171429968,4.008273960009193,20758,7.294761426176705
parkinsons,0.33,full,correlation,21755,22850,2.100666513445185,0.009656460942563139,1.5076993794529991,21384,1.1898123500925581
parkinsons,0.44,full,correlation,21755,21846,2.0083658928981842,0.009232168304211568,0.14249597793610666,21680,0.16502751245278457
parkinsons,0.56,full,correlation,21755,21759,2.000367731555964,0.009195401910250823,0.009193288899103655,21751,0.01917280181577263
parkinsons,0.67,full,correlation,21755,21756,2.0000919328889912,0.009194134103562521,0.009193288899103655,21754,0.009587723261283581
parkinsons,0.78,full,correlation,21755,21755,2.0,0.009193711501333088,0.004596644449551828,21755,0.0
parkinsons,0.89,full,correlation,21755,21755,2.0,0.009193711501333088,0.004596644449551828,21755,0.0
parkinsons,1.0,full,correlation,21755,21755,2.0,0.009193711501333088,0.004596644449551828,21755,0.0
parkinsons,0.0,full,distance_correlation,21755,122513639,11263.032774074925,51.77453697745208,100.0,1,1860.4959557499933
